dataset,L,K,point_precision,point_recall,point_f1,candidate_size,exact_r25_candidate_size,candidate_to_true_ratio,candidate_expansion_ratio,query_time_ms,mean_hamming_threshold
cifar10_gist512,20,94,0.4449807941503147,0.02833333333333334,0.04003392127075932,13.3,450.0,0.029555555555555557,0.029555555555555557,31.140176074997328,17.953422619047622
cifar10_gist512,20,96,0.4493887330528284,0.026555555555555554,0.03797625718320951,12.4,450.0,0.027555555555555555,0.027555555555555555,31.400542649997476,17.838988095238097
cifar10_gist512,20,98,0.2622844827586207,0.021444444444444443,0.030957545687121373,9.725,450.0,0.021611111111111112,0.021611111111111112,31.419021874999938,17.020535714285714
cifar10_gist512,20,100,0.2123853211009174,0.02022222222222222,0.029521384088123343,9.15,450.0,0.020333333333333335,0.020333333333333335,33.00665412500052,16.93050595238095
cifar10_gist512,20,102,0.21238151658767773,0.01916666666666667,0.02822058422774888,8.675,450.0,0.019277777777777776,0.019277777777777776,32.41910520000033,16.826339285714287
cifar10_gist512,20,104,0.125,0.01661111111111111,0.024656603618913295,7.475,450.0,0.01661111111111111,0.01661111111111111,32.63367797499939,15.991815476190476
cifar10_gist512,20,106,0.125,0.01572222222222222,0.02360823226279937,7.075,450.0,0.01572222222222222,0.01572222222222222,33.35978964999953,15.877380952380951
cifar10_gist512,20,108,0.1,0.013555555555555553,0.021023970883664412,6.1,450.0,0.013555555555555553,0.013555555555555553,33.31099997499933,14.896130952380952
cifar10_gist512,20,110,0.1,0.01227777777777778,0.019347832060368976,5.525,450.0,0.01227777777777778,0.01227777777777778,37.9890271249991,14.807142857142855
cifar10_gist512,20,112,0.1,0.011722222222222222,0.018632284373439258,5.275,450.0,0.011722222222222222,0.011722222222222222,40.00488334999801,14.826934523809523
cifar10_gist512,20,114,0.05,0.009888888888888888,0.01613795487940592,4.45,450.0,0.009888888888888888,0.009888888888888888,34.39878962499563,13.839434523809524
cifar10_gist512,20,116,0.05,0.008944444444444446,0.014854801087106972,4.025,450.0,0.008944444444444446,0.008944444444444446,36.0070354749908,13.75
cifar10_gist512,20,118,0.05,0.008388888888888888,0.01392896660162482,3.775,450.0,0.008388888888888888,0.008388888888888888,35.5242864499985,12.738541666666666
